rag_enabled,rag_type,rag_search_time,rag_query_generation_time,llm_total_time,llm_query_gen_time,llm_command_gen_time,robot_simulation_time,truck_simulation_time,uav_simulation_time,robot_success,truck_success,uav_success,total_time
True,raw_rag,0.06734323501586914,39.03273606300354,61.162232875823975,39.03273606300354,22.129496812820435,10.189614295959473,121.16530585289001,1.0361835956573486,True,False,True,184.4662528038025
True,raw_rag,0.0565800666809082,6.6006691455841064,6.735006332397461,6.6006691455841064,0.1343371868133545,0.0,0.0,0.0,False,False,False,6.791994094848633
True,raw_rag,0.06742191314697266,36.097140312194824,36.1600706577301,36.097140312194824,0.06293034553527832,0.0,0.0,0.0,False,False,False,36.22794699668884
True,raw_rag,0.06650376319885254,7.436494827270508,21.96119499206543,7.436494827270508,14.524700164794922,10.189969539642334,121.13877654075623,1.0292322635650635,True,False,True,145.22991228103638
True,raw_rag,1.5232760906219482,23.486387014389038,46.15165638923645,23.486387014389038,22.665269374847412,10.16284704208374,2.020690679550171,121.02142024040222,True,True,False,171.7439568042755
True,raw_rag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,100.739994764328
True,raw_rag,0.07671356201171875,8.628352165222168,53.202579736709595,8.628352165222168,44.57422757148743,10.202834606170654,2448.0,0.0,True,True,True,76.48171424865723
True,raw_rag,0.059290170669555664,8.860652923583984,73.9544894695282,8.860652923583984,65.09383654594421,10.15300989151001,88560.0,0.0,True,True,True,94.23295307159424
True,raw_rag,1.2835938930511475,29.645294189453125,60.1276433467865,29.645294189453125,30.482349157333374,10.15817642211914,2664.0,2342.69,True,True,True,82.60546159744263
True,raw_rag,0.0611422061920166,10.263712406158447,54.49909210205078,10.263712406158447,44.235379695892334,10.238955020904541,88560.0,0.0,True,True,True,75.77581453323364
True,raw_rag,0.05992865562438965,22.481669187545776,58.759472131729126,22.481669187545776,36.27780294418335,10.172381401062012,2556.0,372.65,True,True,True,79.99905586242676
True,raw_rag,0.07674503326416016,13.693289995193481,57.7523353099823,13.693289995193481,44.05904531478882,10.281238555908203,2448.0,0.0,True,True,True,83.04963278770447
True,raw_rag,0.07411003112792969,18.03545355796814,47.8825044631958,18.03545355796814,29.84705090522766,10.213890075683594,2448.0,0.0,True,True,True,72.15090870857239
True,raw_rag,1.356851577758789,9.18814468383789,34.11944389343262,9.18814468383789,24.931299209594727,10.17909049987793,2700.0,745.73,True,True,True,56.652220249176025
True,raw_rag,0.07929062843322754,29.859541177749634,55.7199010848999,29.859541177749634,25.86035990715027,10.141513347625732,2880.0,1369.59,True,True,True,80.99872016906738
